,Song,Artist,Billboard100,URI,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration,Time_Signature
15084,pontoon,little big town,1,2Gy3XMLbBxACZ4tXdFRGr7,0.721,0.819,9.0,-5.715,1.0,0.0269,0.413,0.0,0.196,0.867,96.02,212320.0,4.0
15085,ho hey,the lumineers,1,0W4Kpfp1w2xkY3PrV714B7,0.685,0.466,0.0,-9.074,1.0,0.0304,0.794,2.06e-06,0.0915,0.353,79.936,163133.0,4.0
15086,paradise,coldplay,1,6nek1Nin9q48AVZcWs9e9D,0.449,0.585,5.0,-6.762,1.0,0.0268,0.0522,8.49e-05,0.0833,0.203,139.627,278719.0,4.0
15087,blown away,carrie underwood,1,0vFMQi8ZnOM2y8cuReZTZ2,0.531,0.843,9.0,-2.569,0.0,0.0429,0.0909,0.0,0.0283,0.392,136.991,240133.0,4.0
15088,climax,usher,1,5pyVqlqThcxI7tPDjHIzPh,0.647,0.478,8.0,-8.837,1.0,0.0782,0.547,2.69e-05,0.156,0.333,135.877,232907.0,4.0
15089,"work hard, play hard",wiz khalifa,1,1ms5tNNdPouTtcD2oVF9Oz,0.787,0.666,11.0,-4.475,1.0,0.0485,0.0409,1.91e-05,0.296,0.485,140.008,219027.0,4.0
15090,let me love you (until you learn to love yourself),ne-yo,1,4kte3OcW800TPvOVgrLLj8,0.658,0.677,5.0,-6.628,1.0,0.0393,0.248,0.0,0.368,0.248,124.91,251627.0,4.0
15091,pound the alarm,nicki minaj,1,0LohatbcUXRauoeMlR1jnS,0.728,0.858,9.0,-3.686,1.0,0.0609,0.0403,4.26e-06,0.0241,0.591,125.054,205640.0,4.0
15092,heart attack,trey songz,1,25CA8QVJQrh5R05UUCaODM,0.608,0.863,11.0,-4.87,1.0,0.131,0.0593,0.0,0.228,0.476,150.029,233147.0,4.0
15093,drank in my cup,kirko bangz,1,3m8CQnnfJJp4eQMWWl3zay,0.451,0.632,8.0,-7.98,0.0,0.297,0.0114,0.0,0.198,0.234,132.89,232160.0,4.0
15094,birthday cake,rihanna,1,4EfN6bixdOOgoLYR5C4cWo,0.702,0.826,3.0,-6.498,1.0,0.0529,0.32,0.000227,0.355,0.329,80.014,78200.0,4.0
15095,so good,b.o.b,1,28GUjBGqZVcAV4PHSYzkj2,0.66,0.9,7.0,-5.02,1.0,0.14,0.0403,0.0,0.219,0.591,85.51,213253.0,4.0
15096,50 ways to say goodbye,train,1,2NniAhAtkRACaMeYt48xlD,0.591,0.935,6.0,-2.664,1.0,0.0478,0.000284,0.000278,0.142,0.736,140.043,247947.0,4.0
15097,red solo cup,toby keith,1,4YKAOXyqkKZ5gOZR0AmVMN,0.535,0.56,4.0,-6.586,1.0,0.0901,0.287,0.0,0.209,0.785,164.17,223387.0,4.0
15098,love you like a love song,selena gomez & the scene,1,0laYHRpNTS6i8FXdupHkJ4,0.858,0.678,1.0,-3.87,0.0,0.0469,0.0761,0.0,0.0741,0.922,117.009,188453.0,4.0
15099,turn up the music,chris brown,1,1RMRkCn07y2xtBip9DzwmC,0.594,0.841,1.0,-5.792,1.0,0.102,0.000238,2.22e-06,0.156,0.643,129.925,227973.0,4.0
15100,die young,kesha,1,7EQGXaVSyEDsCWKmUcfpLk,0.711,0.7,1.0,-4.805,0.0,0.046,0.00498,0.000125,0.215,0.801,128.001,211920.0,4.0
15101,5 o'clock,t-pain,1,6j236RwzFFj4wqH2tWJNBD,0.4,0.882,7.0,-1.958,0.0,0.334,0.168,0.0,0.124,0.385,167.114,281533.0,4.0
15102,a thousand years,christina perri,1,6lanRgr6wXibZr8KgzXxBl,0.421,0.407,10.0,-7.445,1.0,0.0267,0.309,0.000961,0.11,0.161,139.028,285120.0,3.0
15103,take a little ride,jason aldean,1,2o5mwv7hvas1jdUg14Nihv,0.472,0.866,2.0,-3.771,1.0,0.0413,0.044,0.0,0.213,0.775,163.867,187613.0,4.0
15104,you da one,rihanna,1,3Yt9lRtS5V4nbJnwcgFgvC,0.702,0.715,5.0,-5.377,0.0,0.0425,0.503,2.44e-05,0.126,0.863,127.05,200013.0,4.0
15105,we run the night,havana brown,1,0mtPNQl5vePVwiI9Vykp7L,0.697,0.861,9.0,-4.389,0.0,0.144,0.00482,1.83e-06,0.41,0.703,127.023,228200.0,4.0
15106,it's time,imagine dragons,1,6BtmXhTJMM9sBTHeYYASGz,0.656,0.884,2.0,-4.748,1.0,0.0372,0.0162,0.0,0.145,0.86,105.009,237987.0,4.0
15107,cashin' out,cash out,1,1POAx4NMLOBPVKZUSsBh92,0.831,0.665,1.0,-3.627,0.0,0.0711,0.149,0.0,0.0636,0.663,129.989,238760.0,4.0
15108,i don't want this night to end,luke bryan,1,0cV4xwUA4ue2deqq4CZFko,0.616,0.728,9.0,-4.02,0.0,0.0278,0.0275,0.0,0.228,0.375,111.934,219973.0,4.0
15109,diamonds,rihanna,1,1z9kQ14XBSN0r2v6fx4IdG,0.564,0.71,11.0,-4.92,0.0,0.0461,0.00125,0.0,0.109,0.393,91.972,225147.0,4.0
15110,hard to love,lee brice,1,6E9V9TRlVOLjenGjHemzEH,0.638,0.722,9.0,-6.177,1.0,0.0332,0.0119,0.00808,0.189,0.469,103.017,224293.0,4.0
15111,somethin' 'bout a truck,kip moore,1,6Ymvlzom4TQeoKqAWsZRD8,0.557,0.812,11.0,-5.434,1.0,0.0338,0.0662,0.0,0.618,0.788,175.953,213827.0,4.0
15112,adorn,miguel,1,25cUhiAod71TIQSNicOaW3,0.625,0.576,11.0,-5.693,0.0,0.175,0.0543,4.07e-05,0.187,0.235,179.063,193147.0,4.0
15113,fly over states,jason aldean,1,17X2tSzibD9n9QRjdExcWT,0.487,0.736,7.0,-3.269,1.0,0.0326,0.069,0.0,0.114,0.184,81.587,218200.0,4.0
15114,even if it breaks your heart,eli young band,1,0Nu9WA8kEbBWEsay2s8Q0U,0.495,0.527,0.0,-4.742,1.0,0.0351,0.000159,0.0163,0.1,0.574,208.067,220520.0,4.0
15115,burn it down,linkin park,1,7oVEtyuv9NBmnytsCIsY5I,0.585,0.972,9.0,-4.45,0.0,0.0534,0.0143,0.0,0.0707,0.585,110.006,230253.0,4.0
15116,thrift shop,macklemore & ryan lewis,1,4YMqbFcDIFiCBd02PzUBcM,0.781,0.526,6.0,-6.985,0.0,0.293,0.0619,0.0,0.0457,0.662,94.992,235613.0,4.0
15117,blurred lines,robin thicke,1,0n4bITAu0Y0nigrz3MFJMb,0.853,0.599,7.0,-4.756,1.0,0.0411,0.00334,7.93e-06,0.0759,0.843,119.993,263827.0,4.0
15118,radioactive,imagine dragons,1,4G8gkOterJn0Ywt6uhqbhp,0.448,0.784,9.0,-3.686,1.0,0.0627,0.106,0.000108,0.668,0.236,136.245,186813.0,4.0
15119,harlem shake,baauer,1,01XFgRZfZI7oBagNf1Loml,0.452,0.794,0.0,-5.151,1.0,0.0483,0.0111,0.00182,0.416,0.282,137.825,196664.0,4.0
15120,can't hold us,macklemore & ryan lewis,1,3bidbhpOYeV4knp8AIu8Xn,0.641,0.922,2.0,-4.457,1.0,0.0786,0.0291,0.0,0.0862,0.847,146.078,258343.0,4.0
15121,mirrors,justin timberlake,1,4rHZZAmHpZrA3iH5zx8frV,0.574,0.512,5.0,-6.664,0.0,0.0503,0.234,0.0,0.0946,0.512,76.899,484147.0,4.0
15122,just give me a reason,pink,1,1mKXFLRA179hdOWQBwUk9e,0.778,0.547,2.0,-7.273,1.0,0.0489,0.346,0.000302,0.132,0.441,95.002,242733.0,4.0
15123,when i was your man,bruno mars,1,0nJW01T7XtvILxQgC5J7Wh,0.612,0.28,0.0,-8.648,1.0,0.0434,0.932,0.0,0.088,0.387,72.795,213827.0,4.0
15124,cruise,florida georgia line,1,0i5el041vd6nxrGEU8QRxy,0.457,0.948,10.0,-3.364,1.0,0.0354,0.0191,0.0,0.0536,0.878,148.0,208960.0,4.0
15125,roar,katy perry,1,6F5c58TMEs1byxUstkzVeM,0.554,0.772,7.0,-4.821,0.0,0.0418,0.00487,6.6e-06,0.354,0.455,179.984,223546.0,4.0
15126,locked out of heaven,bruno mars,1,3w3y8KPTfNeOKPiqUTakBh,0.726,0.698,5.0,-4.165,1.0,0.0431,0.049,0.0,0.309,0.867,143.994,233478.0,4.0
15127,get lucky,daft punk,1,69kOkLUCkxIZYexIgSG8rq,0.81,0.793,6.0,-9.404,0.0,0.0403,0.0378,1.82e-06,0.072,0.863,116.049,369627.0,4.0
15128,royals,lorde,1,2dLLR6qlu5UJ5gk0dKz0h3,0.674,0.428,7.0,-9.504,1.0,0.122,0.121,0.0,0.132,0.337,84.878,190185.0,4.0
15129,i knew you were trouble,taylor swift,1,72jCZdH0Lhg93z6Z4hBjgj,0.622,0.469,3.0,-6.798,0.0,0.0363,0.00454,2.25e-06,0.0398,0.679,77.019,217973.0,4.0
15130,we can't stop,miley cyrus,1,2y4lAQpi5VTNLu2ldeTdUH,0.613,0.622,1.0,-5.794,0.0,0.0334,0.00882,0.0,0.37,0.484,80.003,231240.0,4.0
15131,wrecking ball,miley cyrus,1,2vwlzO0Qp8kfEtzTsCXfyE,0.53,0.422,5.0,-6.262,1.0,0.0342,0.407,0.0,0.107,0.349,119.964,221360.0,4.0
15132,wake me up,avicii,1,4h8VwCb1MTGoLKueQ1WgbD,0.532,0.783,2.0,-5.697,1.0,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427.0,4.0
15133,suit & tie,justin timberlake,1,6vt0I1cw1YmAIKDJvHVIM5,0.795,0.596,11.0,-3.799,0.0,0.219,0.103,0.0,0.164,0.357,101.985,326280.0,4.0
15134,cups (pitch perfect's when i'm gone),anna kendrick,1,6mH3qVIeOsnQIAho5eWwhH,0.878,0.455,0.0,-8.845,1.0,0.077,0.0462,0.00484,0.0353,0.79,129.953,128013.0,4.0
15136,scream & shout,will.i.am,1,2iJuuzV8P9Yz0VSurttIV5,0.772,0.685,5.0,-6.849,1.0,0.0696,0.019,8.96e-05,0.131,0.501,130.033,283400.0,4.0
15137,clarity,zedd,1,60wwxj6Dd9NJlirf84wr2c,0.509,0.781,8.0,-3.48,1.0,0.072,0.0398,0.0,0.0749,0.176,128.0,271427.0,4.0
15138,sail,awolnation,1,5xhQChGGhKLWqBqX4XhtYE,0.825,0.435,1.0,-9.582,1.0,0.0568,0.452,0.609,0.0953,0.243,119.038,259102.0,4.0
15139,don't you worry child,swedish house mafia,1,2V65y3PX4DkRhy1djlxd9p,0.612,0.84,11.0,-3.145,0.0,0.0509,0.112,0.0,0.116,0.438,129.042,212862.0,4.0
15140,i love it,icona pop,1,6HZ9VeI5IRFCNQLXhpF4bq,0.711,0.906,8.0,-2.671,1.0,0.0284,0.00952,1.64e-05,0.153,0.824,125.916,157153.0,4.0
15141,safe and sound,capital cities,1,6Z8R6UsFuGXGtiIxiD8ISb,0.655,0.819,0.0,-4.852,1.0,0.0316,0.000176,0.00374,0.104,0.766,117.956,192790.0,5.0
15142,treasure,bruno mars,1,55h7vJchibLdUkxdlX3fK7,0.874,0.692,5.0,-5.28,0.0,0.0431,0.0412,7.24e-05,0.324,0.937,116.017,178560.0,4.0
15143,the way,ariana grande,1,06EL94D0TA27Ik0Ke5usbj,0.645,0.877,5.0,-3.208,0.0,0.113,0.294,0.0,0.0759,0.861,82.324,227027.0,4.0
15144,started from the bottom,drake,1,5DI9jxTHrEiFAhStG7VA8E,0.794,0.522,8.0,-7.829,1.0,0.159,0.0328,0.0,0.156,0.567,86.318,174133.0,4.0
15145,come & get it,selena gomez,1,6LoQHIo74tOzQ8EsLEkhgF,0.546,0.787,7.0,-4.1,0.0,0.0517,0.0101,0.00021,0.0809,0.573,79.979,231987.0,4.0
15146,"hold on, we're going home",drake,1,2aSC2xhRxOLiiZZVjhbylH,0.776,0.413,6.0,-7.438,0.0,0.0952,0.00415,2.68e-05,0.0724,0.287,100.003,227880.0,4.0
15147,daylight,maroon 5,1,6TwfdLbaxTKzQi3AgsZNzx,0.657,0.679,2.0,-5.511,1.0,0.0269,0.00246,0.0,0.211,0.331,120.007,225307.0,4.0
15148,feel this moment,pitbull,1,0Hf4aIJpsN4Os2f0y0VqWl,0.673,0.758,7.0,-3.632,1.0,0.158,0.039,0.0,0.341,0.542,135.956,229507.0,4.0
15149,applause,lady gaga,1,5ka2ajep9OAvU5Sgduhiex,0.669,0.78,7.0,-4.287,0.0,0.053,0.0265,1.63e-06,0.143,0.738,139.945,212333.0,4.0
15150,love me,lil wayne,1,4e0FYxSROat25pH16zMTZI,0.719,0.538,11.0,-6.897,0.0,0.28,0.632,0.0,0.135,0.803,204.132,117013.0,4.0
15151,my songs know what you did in the dark (light em up),fall out boy,1,7s0lDK7y3XLmI7tcsRAbW0,0.558,0.924,9.0,-4.341,0.0,0.064,0.0271,3.32e-06,0.537,0.567,151.99,186827.0,4.0
15153,beauty and a beat,justin bieber,1,190jyVPHYjAqEaOGmMzdyk,0.601,0.843,0.0,-4.87,1.0,0.0593,0.000704,5.27e-05,0.0681,0.534,128.002,227987.0,4.0
15154,same love,macklemore & ryan lewis,1,01uqI4H13Gsd8Lyl1EYd8H,0.688,0.473,8.0,-9.059,1.0,0.167,0.716,4.46e-05,0.104,0.299,84.958,318525.0,4.0
15155,sweet nothing,calvin harris,1,24LS4lQShWyixJ0ZrJXfJ5,0.573,0.929,8.0,-3.942,0.0,0.109,0.197,0.000112,0.0567,0.582,127.934,212560.0,4.0
15156,summertime sadness,lana del rey and cédric gervais,1,2dBwB667LHQkLhdYlwLUZK,0.565,0.654,1.0,-6.826,0.0,0.0335,0.0542,1.8e-06,0.122,0.235,111.968,265427.0,4.0
15157,power trip,j. cole,1,7FOJvA3PxiIU0DN3JjQ7jT,0.667,0.61,1.0,-7.054,1.0,0.217,0.322,0.000203,0.426,0.465,99.991,241160.0,4.0
15158,girl on fire,alicia keys,1,4esOae7i4rqTbAu9o5Pxco,0.482,0.706,9.0,-5.762,1.0,0.0609,0.135,0.00106,0.105,0.144,92.494,224920.0,4.0
15159,love somebody,maroon 5,1,0HnaqUxvHP5LaWdmWwJpiS,0.675,0.792,1.0,-6.303,1.0,0.0368,0.145,0.0,0.12,0.395,120.016,229813.0,4.0
15160,i will wait,mumford & sons,1,0hm8rgOY17z7kQJlqGKbu7,0.48,0.756,1.0,-5.399,1.0,0.0333,0.00993,0.00704,0.312,0.447,131.127,276720.0,4.0
15161,try,pink,1,6yL8vmNnWrD1VdcV5VhXTt,0.552,0.743,7.0,-6.123,1.0,0.0645,0.281,0.0,0.0989,0.345,96.064,229224.0,4.0
15162,wagon wheel,darius rucker,1,3xdjjKMcMOFgo1eQrfbogM,0.537,0.66,9.0,-7.174,1.0,0.0296,0.455,0.0,0.135,0.574,148.096,298373.0,4.0
15163,i need your love,calvin harris,1,05SBRd4fXgn8FX7bf8BCAE,0.695,0.869,8.0,-5.066,1.0,0.0483,0.41,0.0,0.237,0.58,124.989,234507.0,4.0
15164,bad,wale,1,5yhKaacMZGRo4s6evJx9vk,0.807,0.702,6.0,-6.594,0.0,0.0748,0.307,0.0,0.111,0.447,114.038,238827.0,4.0
15165,boys 'round here,blake shelton,1,39FwE8edwuyiaa4PrGBkP7,0.611,0.688,2.0,-6.369,1.0,0.0529,0.251,2.35e-06,0.248,0.649,169.895,288760.0,4.0
15166,"gone, gone, gone",phillip phillips,1,5L79aNYCTKiZq7vaOElXYj,0.664,0.642,6.0,-5.961,1.0,0.038,0.129,0.0,0.114,0.501,118.002,209693.0,4.0
15167,demons,imagine dragons,1,3LlAyCYU26dvFZBDUIMb7a,0.505,0.71,3.0,-3.015,1.0,0.0321,0.19,0.00025,0.329,0.428,89.938,175200.0,4.0
15168,counting stars,onerepublic,1,6sy3LkhNFjJWlaeSMNwQ62,0.664,0.705,1.0,-4.972,0.0,0.0382,0.0654,0.0,0.115,0.477,122.017,257840.0,4.0
15169,i cry,flo rida,1,4bZd0nRuX8HyjeXAUBczvm,0.693,0.822,4.0,-5.441,0.0,0.0439,0.00616,1.79e-06,0.315,0.763,126.035,223800.0,4.0
15170,little talks,of monsters and men,1,2ihCaVdNZmnHZWt0fvAM7B,0.446,0.757,1.0,-5.177,1.0,0.0322,0.0206,0.0,0.146,0.421,102.88,266600.0,4.0
15171,the other side,jason derulo,1,5FljCWR0cys07PQ9277GTz,0.561,0.836,9.0,-3.939,1.0,0.1,0.0525,0.0,0.136,0.517,127.923,226987.0,4.0
15172,berzerk,eminem,1,6Xk7PnitV9jCRorWt2LiVZ,0.739,0.872,11.0,-4.059,0.0,0.333,0.0217,0.0,0.26,0.684,95.084,238746.0,4.0
15173,catch my breath,kelly clarkson,1,5qxPabNDnJQ551Tf4v6k3j,0.692,0.908,9.0,-5.364,1.0,0.0677,0.0251,0.0,0.0933,0.513,124.042,250387.0,4.0
15174,crash my party,luke bryan,1,6GBUsjHfZuweYf5lQEz6mP,0.526,0.816,7.0,-4.009,1.0,0.0421,0.0285,0.0,0.22,0.414,144.032,234760.0,4.0
15175,pour it up,rihanna,1,76VtA90NKurNqaQpV126Ue,0.785,0.478,2.0,-8.735,1.0,0.0419,0.0254,0.0,0.0901,0.39,134.002,161200.0,4.0
15176,22,taylor swift,1,3bIxTsfeNMO7Nt2J3EUKrA,0.658,0.729,7.0,-6.561,1.0,0.0378,0.00215,0.0013,0.0752,0.668,104.007,230133.0,4.0
15177,i want crazy,hunter hayes,1,4FkgULes13bk2eHrsJg4q9,0.562,0.878,8.0,-4.806,1.0,0.0387,0.0539,0.0,0.112,0.558,103.029,236865.0,4.0
15178,the fox (what does the fox say?),ylvis,1,5HOpkTTVcmZHnthgyxrIL8,0.703,0.867,6.0,-4.292,1.0,0.0453,0.107,0.0,0.119,0.546,128.008,213708.0,4.0
15179,best song ever,one direction,1,5T7ZFtCcOgkpjxcuaeZbw0,0.652,0.877,1.0,-2.986,1.0,0.0465,0.0227,0.0,0.0789,0.486,118.491,200107.0,4.0
15180,the a team,ed sheeran,1,1VdZ0vKfR5jneCmWIUAMxK,0.642,0.289,9.0,-9.918,1.0,0.0367,0.669,0.0,0.18,0.407,84.996,258373.0,4.0
15181,carry on,fun,1,7gpy7sfWPNuOKmUNs3XQYE,0.388,0.694,5.0,-5.769,1.0,0.0735,0.118,0.000293,0.082,0.365,145.434,278373.0,5.0
15182,highway don't care,tim mcgraw,1,4wFUdSCer8bdQsrp1M90sa,0.469,0.798,2.0,-5.34,1.0,0.039,0.0225,0.0,0.0861,0.542,158.114,276880.0,4.0
15183,that's my kind of night,luke bryan,1,5HGibWoxnkYSkl6mHmAlOE,0.661,0.751,7.0,-2.909,1.0,0.0481,0.0571,0.0,0.105,0.875,109.995,190187.0,4.0
15184,swimming pools (drank),kendrick lamar,1,6REbwUNlppTfcnV4d4ZoZi,0.577,0.447,8.0,-5.892,1.0,0.277,0.00627,0.00022,0.0899,0.189,74.236,247800.0,4.0
15185,sure be cool if you did,blake shelton,1,5yIiXdLRE85OBiQmCaUenq,0.576,0.726,11.0,-4.625,1.0,0.035,0.255,0.0,0.108,0.582,136.802,215720.0,4.0
15186,#beautiful,mariah carey,1,617KSbx52ACbnQBxSsG26X,0.677,0.749,4.0,-5.405,1.0,0.0391,0.346,0.0,0.347,0.469,107.042,199867.0,4.0
15187,troublemaker,olly murs,1,0gRczqVHrEQQDyizJUtgRc,0.761,0.856,0.0,-3.65,0.0,0.0731,0.02,0.0,0.149,0.967,106.009,185200.0,4.0
15188,body party,ciara,1,0rFZaQ4crlGAzuCjWCQ2xu,0.577,0.576,2.0,-6.299,1.0,0.0563,0.0143,0.0,0.602,0.12,133.973,234040.0,4.0
15189,hall of fame,the script,1,1X1DWw2pcNZ8zSub3uhlNz,0.421,0.873,10.0,-4.343,1.0,0.0565,0.0653,0.0,0.123,0.63,84.803,202533.0,4.0
15190,u.o.e.n.o.,rocko,1,0HFrCOmhCYXlv4NdEwRAuj,0.422,0.641,10.0,-4.947,0.0,0.323,0.422,0.0,0.317,0.654,187.027,260276.0,3.0
15191,next to me,emeli sandé,1,1Xsxp1SEOxuMzjrFZhtw8u,0.674,0.81,7.0,-5.117,0.0,0.0378,0.0923,4.74e-05,0.11,0.391,94.995,196867.0,4.0
15192,mama's broken heart,miranda lambert,1,2mXsZsJBThTaJXbNcg5QD4,0.768,0.809,4.0,-4.204,0.0,0.0616,0.278,0.0,0.139,0.748,111.989,177773.0,4.0
15193,it goes like this,thomas rhett,1,6GsAD8PgHxmEuIPTG8GP3M,0.543,0.837,11.0,-6.448,1.0,0.0608,0.117,0.0,0.0872,0.506,168.056,186080.0,4.0
15194,bugatti,ace hood,1,0uFvvXbmGIXlf5ZgtHyYpf,0.6,0.592,1.0,-4.947,1.0,0.0545,0.0191,0.0,0.0955,0.0663,130.205,269267.0,4.0
15195,downtown,lady antebellum,1,4kY7rYtE4OQkJNq22OIYRI,0.532,0.825,9.0,-5.287,1.0,0.0468,0.18,0.0,0.296,0.96,169.961,195867.0,4.0
15196,get your shine on,florida georgia line,1,6s9ICeczYOfbHHIaSMq9jd,0.497,0.927,0.0,-4.52,1.0,0.0371,0.00286,1.26e-06,0.413,0.607,96.991,222013.0,4.0
15197,#thatpower,will.i.am,1,01TuObJVd7owWchVRuQbQw,0.797,0.608,6.0,-6.096,0.0,0.0583,0.00112,7.66e-05,0.0748,0.403,128.0,279507.0,4.0
15198,brave,sara bareilles,1,6Uy6K3KdmUdAfelUp0SeXn,0.551,0.836,10.0,-3.838,0.0,0.0524,0.00502,2.1e-05,0.0425,0.758,185.063,220573.0,4.0
15199,let her go,passenger,1,0JmiBCpWc1IAc0et7Xm7FL,0.479,0.545,7.0,-7.346,1.0,0.0688,0.365,0.0,0.0963,0.244,74.897,252733.0,4.0
15200,runnin' outta moonlight,randy houser,1,6enPOmd3vSFpI4jjms8kXN,0.526,0.801,2.0,-3.717,1.0,0.0393,0.0354,3.17e-06,0.0637,0.769,172.024,193773.0,4.0
15201,i'm different,2 chainz,1,6J5sxraPPZ4b0CVOGAgpXj,0.936,0.702,10.0,-5.305,1.0,0.0615,0.0473,0.0,0.0838,0.704,97.524,207040.0,4.0
15202,still into you,paramore,1,1yjY7rpaAQvKwpdUliHx0d,0.602,0.923,5.0,-3.763,1.0,0.044,0.0098,0.0,0.0561,0.765,136.01,216013.0,4.0
15203,dark horse,katy perry,1,5jrdCoLpJSvHHorevXBATy,0.645,0.585,6.0,-6.122,1.0,0.0513,0.00314,0.0,0.165,0.353,131.931,215672.0,4.0
15204,all of me,john legend,1,3U4isOIWM3VvDubwSI3y7a,0.422,0.264,8.0,-7.064,1.0,0.0322,0.922,0.0,0.132,0.331,119.93,269560.0,4.0
15205,fancy,iggy azalea,1,3oiMJQAWVaxSubJ7b2VUtX,0.912,0.716,10.0,-4.141,0.0,0.0697,0.0904,0.0,0.0491,0.377,94.981,199938.0,4.0
15206,talk dirty,jason derulo,1,6g6A7qNhTfUgOSH7ROOxTD,0.76,0.652,6.0,-7.321,1.0,0.232,0.0348,0.0,0.307,0.759,100.315,177685.0,4.0
15207,rude,magic!,1,4exV0PeUnisiiGQBxALP0v,0.813,0.503,1.0,-7.405,1.0,0.0378,0.165,0.0,0.215,0.814,144.006,228389.0,4.0
15208,all about that bass,meghan trainor,1,5jE48hhRu8E6zBDPRSkEq7,0.807,0.887,9.0,-3.726,1.0,0.0503,0.0573,2.87e-06,0.124,0.961,134.052,187920.0,4.0
15209,problem,ariana grande,1,7vS3Y0IKjde7Xg85LWIEdP,0.66,0.805,1.0,-5.352,0.0,0.153,0.0192,8.83e-06,0.159,0.625,103.009,193920.0,4.0
15210,stay with me,sam smith,1,5Nm9ERjJZ5oyfXZTECKmRt,0.418,0.42,0.0,-6.444,1.0,0.0414,0.588,6.39e-05,0.11,0.184,84.094,172724.0,4.0
15211,timber,pitbull,1,3cHyrEgdyYRjgJKSOiOtcS,0.581,0.963,11.0,-4.087,1.0,0.0981,0.0295,0.0,0.139,0.788,129.992,204160.0,4.0
15212,pompeii,bastille,1,3gbBpTdY8lnQwqxNCcf795,0.679,0.715,9.0,-6.383,1.0,0.0407,0.0755,0.0,0.271,0.571,127.435,214148.0,4.0
15213,am i wrong,nico & vinz,1,1fidCEsYlaVE3pHwKCvpFZ,0.725,0.68,8.0,-5.465,1.0,0.0306,0.162,2.13e-06,0.158,0.76,119.939,247520.0,4.0
15214,turn down for what,dj snake and lil jon,1,67awxiNHNyjMXhVgsHuIrs,0.818,0.799,1.0,-4.1,0.0,0.156,0.00107,0.128,0.057,0.0815,100.014,213733.0,4.0
15215,the monster,eminem,1,48RrDBpOSSl1aLVCalGl5C,0.781,0.853,1.0,-3.68,0.0,0.0715,0.0525,0.0,0.12,0.624,110.049,250189.0,4.0
15216,team,lorde,1,3G6hD9B2ZHOsgf4WfNu7X1,0.69,0.578,6.0,-7.436,1.0,0.0929,0.167,0.0,0.305,0.416,99.961,193059.0,4.0
15217,story of my life,one direction,1,4nVBt6MZDDP6tRVdQTgxJg,0.6,0.663,3.0,-5.802,1.0,0.0477,0.225,0.0,0.119,0.286,121.07,245493.0,4.0
15218,chandelier,sia,1,2s1sdSqGcKxpPr5lCl7jAV,0.399,0.787,1.0,-2.88,1.0,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,216120.0,5.0
15219,black widow,iggy azalea,1,7pNC5ZIKtwUK0ReSpM3P9f,0.743,0.72,11.0,-3.753,1.0,0.124,0.192,0.000386,0.109,0.519,163.99,209423.0,4.0
15220,bang bang,"jessie j, ariana grande and nicki minaj",1,0puf9yIluy9W0vpMEUoAnN,0.706,0.786,0.0,-3.417,0.0,0.0909,0.26,0.0,0.38,0.749,150.035,199387.0,4.0
15221,latch,disclosure,1,1DunhgeZSEgWiIYbHqXl0c,0.729,0.735,1.0,-5.455,1.0,0.0919,0.0178,0.000193,0.089,0.544,121.986,255867.0,4.0
15222,maps,maroon 5,1,4gbVRS8gloEluzf0GzDOFc,0.742,0.713,1.0,-5.522,0.0,0.0303,0.0205,0.0,0.059,0.879,120.032,189960.0,4.0
15223,loyal,chris brown,1,5BrTUo0xP1wKXLJWUaGFtk,0.841,0.522,10.0,-5.963,0.0,0.049,0.0168,1.37e-06,0.188,0.616,99.059,264947.0,4.0
15224,best day of my life,american authors,1,5Hroj5K7vLpIG4FNCRIjbP,0.673,0.902,2.0,-2.392,1.0,0.0346,0.0591,0.000262,0.0558,0.538,100.012,194240.0,4.0
15225,habits (stay high),tove lo,1,14OxJlLdcHNpgsm4DRwDOB,0.733,0.65,5.0,-3.539,1.0,0.0315,0.0703,6.59e-05,0.0829,0.348,110.003,209160.0,4.0
15226,summer,calvin harris,1,6YUTL4dYpB9xZO5qExPf05,0.596,0.856,4.0,-3.556,0.0,0.0346,0.0211,0.0178,0.141,0.743,127.949,222533.0,4.0
15227,boom clap,charli xcx,1,0Y1MWB026LYxGvhq4EcMiC,0.659,0.911,4.0,-2.28,1.0,0.0786,0.154,0.000304,0.191,0.576,91.999,169866.0,4.0
15228,drunk in love,beyoncé,1,6jG2YzhxptolDzLHTGLt7S,0.589,0.621,5.0,-6.902,0.0,0.0468,0.00969,0.00104,0.181,0.401,140.03,323480.0,4.0
15229,anaconda,nicki minaj,1,794F99D5BQHS5ZGRXAs7I5,0.964,0.605,9.0,-6.223,1.0,0.179,0.0668,7.78e-06,0.214,0.646,129.994,260240.0,4.0
15230,break free,ariana grande,1,12KUFSHFgT0XCoiSlvdQi4,0.687,0.702,7.0,-5.324,0.0,0.0455,0.0064,4.35e-05,0.204,0.284,129.956,214840.0,4.0
15231,bailando,enrique iglesias,1,32lm3769IRfcnrQV11LO4E,0.723,0.777,7.0,-3.503,1.0,0.108,0.0426,3.68e-06,0.0451,0.961,91.017,243413.0,4.0
