,Song,Artist,Billboard100,URI,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration,Time_Signature
247,(i can't get no) satisfaction,the rolling stones,0,2PzU4IB8Dr6mxV3lHuaG34,0.723,0.863,2.0,-7.89,1.0,0.0338,0.0383,0.0317,0.128,0.931,136.302,222813.0,4.0
248,"hello, i love you",the doors,0,3bWGaqVeYKMlLss40mPgNn,0.597,0.554,11.0,-14.144,0.0,0.0425,0.029,0.0,0.0766,0.963,117.835,133200.0,4.0
249,whole lotta love,led zeppelin,0,0hCB0YR03f6AmQaHbwWDe8,0.412,0.902,9.0,-11.6,1.0,0.405,0.0484,0.131,0.405,0.422,89.74,333893.0,4.0
250,hey jude - remastered 2015,the beatles,0,0aym2LBJBk9DAYuHHutrIl,0.386,0.607,10.0,-7.7,1.0,0.0261,0.0112,1.38e-05,0.088,0.532,147.207,425653.0,4.0
251,white room,cream,0,3Xls4cNOwy01dtrNXb1inG,0.553,0.576,0.0,-13.458,1.0,0.0304,0.191,0.00664,0.0365,0.457,109.827,298333.0,4.0
252,you really got me - mono mix,the kinks,0,29SyMC0plk6qw8NMF7lfRL,0.573,0.939,8.0,-6.441,1.0,0.0808,0.493,0.0,0.0994,0.963,137.382,134253.0,4.0
253,surfin' u.s.a. - remastered,the beach boys,0,0wz1LjDb9ZNEYwOmDJ3Q4b,0.55,0.854,3.0,-5.968,1.0,0.036,0.661,0.0,0.112,0.965,159.231,149373.0,4.0
254,"oh, pretty woman",roy orbison,0,48i055G1OT5KxGGftwFxWy,0.619,0.603,9.0,-9.481,1.0,0.0342,0.715,0.0,0.0721,0.958,127.432,178933.0,4.0
255,back in the u.s.s.r. - 2018 mix,the beatles,0,183Klch3PBWLz2S6zNUVxR,0.51,0.893,9.0,-9.267,1.0,0.0342,0.00102,5.85e-05,0.201,0.934,142.657,163467.0,4.0
256,for what it's worth,buffalo springfield,0,1qRA5BS78u3gME0loMl9AA,0.653,0.519,2.0,-10.164,1.0,0.0497,0.406,0.0209,0.101,0.822,98.883,153693.0,4.0
257,fortunate son,creedence clearwater revival,0,4BP3uh0hFLFRb5cjsgLqDh,0.64,0.663,0.0,-7.516,1.0,0.0374,0.201,0.00806,0.152,0.663,132.77,140773.0,4.0
258,born to be wild - single version,steppenwolf,0,3lN8PP6R2IxbLP05QpYXng,0.439,0.734,2.0,-12.168,1.0,0.097,0.262,0.333,0.244,0.54,145.703,212893.0,4.0
259,house of the rising sun,the animals,0,7BY005dacJkbO6EPiOh2wb,0.295,0.584,9.0,-6.696,0.0,0.0345,0.000385,0.218,0.0996,0.228,117.2,271280.0,3.0
260,louie louie,the kingsmen,0,0iA3xXSkSCiJywKyo1UKjQ,0.623,0.709,1.0,-9.818,0.0,0.0636,0.102,0.0,0.0967,0.948,122.394,165381.0,4.0
262,crimson and clover - single version,tommy james & the shondells,0,1vXuYPpkLjn1v06E2EsWQY,0.412,0.59,11.0,-12.277,1.0,0.0701,0.255,0.0325,0.177,0.653,85.824,208667.0,4.0
263,evil ways,santana,0,5tmrnhMxx39jnu3kjopMdP,0.704,0.528,5.0,-13.382,1.0,0.0358,0.22,0.35,0.14,0.73,117.472,238267.0,4.0
264,purple haze,jimi hendrix,0,0wJoRiX5K5BxlqZTolB2LD,0.533,0.905,2.0,-5.27,1.0,0.0754,0.00876,0.578,0.0698,0.486,108.9,170813.0,4.0
265,california dreamin' - single version,the mamas & the papas,0,4s6LhHAV5SEsOV0lC2tjvJ,0.552,0.616,1.0,-9.785,0.0,0.0346,0.352,0.0,0.0501,0.667,112.442,162373.0,4.0
266,like a rolling stone,bob dylan,0,3AhXZa8sUQht0UEdBJgpGc,0.483,0.721,0.0,-6.836,1.0,0.032,0.729,0.0,0.189,0.562,95.261,369600.0,4.0
268,turn! turn! turn! (to everything there is a season),the byrds,0,5qBqBdfTEIWJwAS0Jm2F5R,0.452,0.818,2.0,-8.124,1.0,0.0439,0.135,2.72e-05,0.052,0.755,124.474,229360.0,4.0
269,i saw her standing there - remastered 2009,the beatles,0,3KiexfmhxHvG5IgAElmTkd,0.491,0.801,4.0,-9.835,1.0,0.0361,0.27,0.0,0.0665,0.971,160.109,173947.0,4.0
270,light my fire,the doors,0,5uvosCdMlFdTXhoazkTI5R,0.413,0.725,3.0,-5.787,0.0,0.0324,0.369,2.16e-05,0.0905,0.44,124.618,429760.0,4.0
271,pinball wizard,the who,0,6LbbHFEajG9e4m0G3L47c4,0.543,0.715,2.0,-8.89,1.0,0.0356,0.0192,0.0,0.256,0.468,124.011,180943.0,4.0
272,the sounds of silence,simon & garfunkel,0,3CepTOU9Y7FezTt0CF3lCw,0.436,0.375,6.0,-13.856,1.0,0.0284,0.165,0.0,0.294,0.49,107.386,184880.0,4.0
273,green onions,booker t. & the m.g.'s,0,4fQMGlCawbTkH9yPPZ49kP,0.816,0.514,10.0,-8.741,1.0,0.0339,0.767,0.949,0.0899,0.912,136.837,176333.0,4.0
274,sweet caroline - single version,neil diamond,0,7waQASGjvaRBw6jyX3gVZ0,0.549,0.255,11.0,-8.823,1.0,0.0287,0.443,2.17e-05,0.454,0.638,127.368,200240.0,4.0
275,good lovin' - single version,the young rascals,0,0XnhQGfqfi5CnZXcONJuI5,0.252,0.507,2.0,-13.337,1.0,0.0442,0.00206,0.00057,0.325,0.816,196.494,150907.0,4.0
276,the twist,chubby checker,0,3ohLnESFgYACPMCkoTOzqE,0.533,0.638,4.0,-7.13,1.0,0.0341,0.202,0.0,0.0729,0.937,156.663,153760.0,4.0
277,sunshine of your love,cream,0,6FRwDxXsvSasw0y2eDArsz,0.684,0.481,2.0,-12.59,1.0,0.0384,0.475,6.57e-05,0.118,0.784,115.078,250000.0,4.0
278,hit the road jack,ray charles,0,2tu0NqOnkCXoWnk41kUD5V,0.616,0.61,0.0,-3.571,0.0,0.081,0.43,0.00137,0.145,0.621,77.077,71688.0,4.0
279,proud mary,creedence clearwater revival,0,2EZc13S7YRi6bTS3SKteRN,0.72,0.391,2.0,-16.595,1.0,0.0342,0.163,8.29e-05,0.046,0.786,120.794,187227.0,4.0
280,dazed and confused,led zeppelin,0,6hu1f1cXSw7OAqhpSQ2zDy,0.271,0.553,2.0,-9.526,1.0,0.0472,0.044,0.0096,0.0999,0.433,86.762,386373.0,3.0
281,summertime blues,blue cheer,0,6iWaf45YIhj0YT8GFGxsw0,0.456,0.514,7.0,-9.733,0.0,0.053,0.462,0.00037,0.268,0.657,138.377,226907.0,4.0
282,i want to hold your hand - remastered 2015,the beatles,0,4pbG9SUmWIvsROVLF0zF9s,0.49,0.715,7.0,-5.549,1.0,0.0476,0.386,0.0,0.311,0.866,130.726,145747.0,4.0
283,runaround sue,dion,0,1DndHckdH9m5rp6gYP086b,0.364,0.607,2.0,-9.791,1.0,0.125,0.451,0.0,0.251,0.598,79.987,171600.0,4.0
284,all day and all of the night - 2014 remastered version,the kinks,0,4rXSVEYOuJNicjAm3NiYK6,0.551,0.954,7.0,-2.844,1.0,0.0814,0.498,0.0,0.0884,0.685,136.862,142480.0,4.0
285,river deep - mountain high,ike & tina turner,0,19jo0UT2vqD4pNVfIqTy4R,0.621,0.972,8.0,-3.791,1.0,0.0724,0.468,0.000585,0.195,0.866,155.115,244160.0,4.0
286,summer in the city - remastered,the lovin' spoonful,0,7AzFID6u1b3zIWbd9pb8Dk,0.423,0.681,10.0,-9.756,1.0,0.0397,0.0592,0.000177,0.0889,0.559,110.461,160307.0,4.0
288,foxey lady,jimi hendrix,0,23MrkN7g6Q5U7GLIxNHN1B,0.507,0.847,1.0,-5.987,0.0,0.0411,0.0751,0.237,0.372,0.566,98.096,198773.0,4.0
289,somebody to love,jefferson airplane,0,4uGIJG1jYFonGc4LGp5uQL,0.504,0.578,4.0,-9.302,1.0,0.031,0.408,0.0,0.321,0.654,132.411,174840.0,4.0
290,time has come today,the chambers brothers,0,5qA1ZrjjVLh1cL9GZOFdNm,0.528,0.514,2.0,-11.909,1.0,0.133,0.0252,0.0894,0.0725,0.44,122.872,290933.0,4.0
291,heart full of soul,the yardbirds,0,0AiuEo7FCxP2y2WTOpLPe5,0.494,0.666,9.0,-9.743,0.0,0.0351,0.229,5.69e-05,0.0469,0.699,140.832,147893.0,4.0
292,do you believe in magic?,the lovin' spoonful,0,1udKn1oNKYQSQ9OmiIWCMu,0.552,0.742,0.0,-7.963,1.0,0.0454,0.218,0.0,0.339,0.751,138.591,125827.0,4.0
293,"paint it, black - mono",the rolling stones,0,1RJeiAIwR9pZBgJA8ndZLL,0.505,0.836,5.0,-7.384,0.0,0.101,0.0103,0.0771,0.295,0.764,159.669,204480.0,4.0
294,good vibrations - remastered,the beach boys,0,5t9KYe0Fhd5cW6UYT4qP8f,0.396,0.473,10.0,-7.67,0.0,0.0345,0.326,0.000124,0.109,0.385,133.449,219027.0,4.0
295,psychotic reaction,count five,0,5JcaA4A9ZoXthwEnxOxWvP,0.358,0.753,11.0,-6.641,1.0,0.0986,0.000259,0.0199,0.266,0.688,164.896,185524.0,4.0
296,yesterday - remastered 2009,the beatles,0,3BQHpFgAp4l80e1XslIjNI,0.332,0.179,5.0,-11.83,1.0,0.0326,0.879,0.0,0.0886,0.315,96.529,125667.0,4.0
297,nights in white satin - single version / mono mix,the moody blues,0,6L5BZEcZmD6RBJnimzlyKr,0.195,0.483,4.0,-4.991,0.0,0.03,0.465,0.497,0.0686,0.173,84.71,269107.0,4.0
299,magic carpet ride,steppenwolf,0,4c4jJJoaiY21t2TyRZgdWS,0.64,0.651,4.0,-14.981,0.0,0.0517,0.142,0.28,0.0341,0.801,111.676,271573.0,4.0
300,needles and pins - mono,the searchers,0,0zABw1PtGYHsU4VDpDZsra,0.565,0.953,9.0,-6.504,1.0,0.0393,0.0546,2.95e-05,0.0637,0.887,124.287,131360.0,4.0
301,the weight - remastered,the band,0,0P7DoyGrr4Wp9w5TotEtUC,0.63,0.551,9.0,-9.28,1.0,0.0549,0.373,5.75e-05,0.103,0.518,143.868,274493.0,4.0
302,bring it on home to me,sam cooke,0,0WVTQp3SOCuMr08jh1jweV,0.523,0.402,0.0,-8.233,1.0,0.0305,0.778,0.0,0.432,0.675,70.863,162533.0,4.0
303,bad moon rising,creedence clearwater revival,0,20OFwXhEXf12DzwXmaV7fj,0.508,0.774,2.0,-5.973,1.0,0.0321,0.0586,4.87e-06,0.063,0.942,178.946,141600.0,4.0
304,crying,roy orbison,0,6eLL7QTdMWdhhG4i3jHDR9,0.35,0.293,2.0,-9.502,1.0,0.0258,0.758,8.21e-06,0.104,0.162,96.685,166467.0,4.0
305,revolution - remastered,the beatles,0,3UDmHZcBTQp8Iu8droNtUl,0.407,0.834,6.0,-9.224,1.0,0.208,0.0734,0.00021,0.241,0.71,121.38,205293.0,4.0
306,shop around,the miracles,0,47IRIQxGDe2Sc6F4pe2FMf,0.552,0.7,7.0,-4.533,1.0,0.0295,0.809,0.0,0.805,0.901,132.005,170760.0,4.0
307,i fought the law,the bobby fuller four,0,7lSDCrF11sdTVfjbAQVZE8,0.525,0.9,2.0,-6.815,1.0,0.0545,0.00539,4.09e-05,0.14,0.883,151.274,163240.0,4.0
308,the times they are a-changin',bob dylan,0,52vA3CYKZqZVdQnzRrdZt6,0.389,0.396,7.0,-7.999,1.0,0.0332,0.887,0.0,0.0828,0.585,171.86,192053.0,3.0
309,honky tonk women,the rolling stones,0,3fnPv1LRMxENr63afVhaz1,0.56,0.721,7.0,-6.669,1.0,0.0629,0.225,0.0339,0.0453,0.966,119.285,182707.0,4.0
310,the end - remastered,the doors,0,5aHHf6jrqDRb1fcBmue2kn,0.647,0.487,11.0,-10.119,0.0,0.0689,0.00101,0.285,0.138,0.222,123.444,141613.0,1.0
311,she loves you - mono / remastered,the beatles,0,6nEkxYIEnrbYH7h1hJ8Xn6,0.377,0.916,4.0,-3.199,0.0,0.0481,0.26,0.0,0.074,0.912,75.533,140920.0,4.0
313,brown eyed girl,van morrison,0,3yrSvpt2l1xhsV9Em88Pul,0.491,0.583,7.0,-10.964,1.0,0.0376,0.182,0.0,0.407,0.907,150.572,183307.0,4.0
314,gimme shelter,the rolling stones,0,6H3kDe7CGoWYBabAeVWGiD,0.634,0.63,1.0,-8.277,0.0,0.031,0.447,0.039,0.17,0.489,118.628,270773.0,4.0
315,touch me,the doors,0,4BVE5tIIpYabZcYCbephNW,0.425,0.903,1.0,-4.801,1.0,0.0732,0.405,0.0128,0.117,0.769,108.748,190253.0,4.0
316,surf city - remastered 1990 / stereo remix,jan & dean,0,4ZzXPeOfMXk0iKNQGdlzDq,0.469,0.647,8.0,-13.913,1.0,0.0315,0.595,1.65e-06,0.339,0.942,147.878,163027.0,4.0
317,white rabbit,jefferson airplane,0,4vpeKl0vMGdAXpZiQB2Dtd,0.551,0.293,2.0,-12.503,1.0,0.0272,0.486,0.000273,0.0864,0.322,106.798,150640.0,4.0
318,green river,creedence clearwater revival,0,11DjZQEZ69EXLo77HVj6yW,0.702,0.772,9.0,-9.677,1.0,0.0277,0.0312,0.00837,0.0809,0.973,141.694,154120.0,4.0
320,mr. tambourine man,the byrds,0,2HCaIYjkvWSZzaSKUoOh3d,0.456,0.47,2.0,-9.564,1.0,0.0294,0.513,3.76e-05,0.444,0.639,120.336,149467.0,4.0
321,with a little help from my friends - remastered 2009,the beatles,0,2RnPATK99oGOZygnD2GTO6,0.705,0.515,4.0,-9.343,1.0,0.0337,0.365,0.0,0.389,0.803,112.035,164107.0,4.0
323,for your love,the yardbirds,0,5qM925z83TMCtj6h0qooVi,0.586,0.377,2.0,-12.638,1.0,0.0271,0.0996,3.15e-06,0.0859,0.438,90.716,343400.0,4.0
324,street fighting man,the rolling stones,0,7EXgO1bRnEArE58rtrgMWB,0.583,0.855,0.0,-7.213,1.0,0.0333,0.1,0.0177,0.262,0.69,128.178,195147.0,4.0
325,blowin' in the wind,bob dylan,0,18GiV1BaXzPVYpp9rmOg0E,0.38,0.0993,2.0,-20.567,1.0,0.0509,0.914,2.32e-05,0.0605,0.44,174.874,165427.0,4.0
326,in my room - remastered,the beach boys,0,62fX8EW16l8St2yL8rMer9,0.341,0.416,11.0,-9.574,1.0,0.0265,0.184,6.28e-05,0.0917,0.499,102.886,134133.0,3.0
327,i'm a man,the spencer davis group,0,1oXq63OUf43LDnNPVtfvX8,0.554,0.859,9.0,-8.842,1.0,0.066,0.16,0.0,0.117,0.686,128.637,171827.0,4.0
328,gloria - stereo version,them,0,1DKyFVzIh1oa1fFnEmTkIl,0.641,0.703,9.0,-10.434,1.0,0.0518,0.397,0.00546,0.104,0.722,129.118,156800.0,4.0
329,itchycoo park,small faces,0,5H0laZ62yDUPuKvHef8niK,0.613,0.555,9.0,-9.801,1.0,0.072,0.58,1.64e-06,0.119,0.556,127.267,166680.0,4.0
330,wild thing,the troggs,0,7jGzYUZ2Bgg8BDfYlQRfn8,0.453,0.658,9.0,-13.472,1.0,0.0539,0.741,0.0288,0.135,0.761,203.871,155333.0,4.0
331,care of cell 44,the zombies,0,5QXqz1KDz8Z8DmfQoxWmmy,0.421,0.58,7.0,-7.011,1.0,0.0285,0.265,0.0136,0.0973,0.403,129.959,235827.0,4.0
332,see emily play - 2016 remastered version,pink floyd,0,5JubSv0sa8CKjAslCSH27S,0.439,0.755,2.0,-7.035,1.0,0.0382,0.208,0.0,0.122,0.427,123.74,174573.0,4.0
333,alone again or - 2015 remastered version,love,0,1XuccRABkfUVB4FjSVhjL1,0.318,0.303,11.0,-15.572,0.0,0.0302,0.664,0.000223,0.113,0.226,174.254,197275.0,4.0
334,psychotic reaction - rarities version,count five,0,77oq56JTlEBzAH7KNZHvx1,0.355,0.761,11.0,-6.309,1.0,0.0978,0.000288,0.0141,0.189,0.685,165.209,189848.0,4.0
335,slip inside this house - stereo lp version,the 13th floor elevators,0,4GVRHAwABAV0v63YX9Go0p,0.555,0.694,9.0,-8.453,0.0,0.0426,0.101,0.0,0.123,0.602,127.423,482278.0,4.0
336,i had too much to dream (last night),the electric prunes,0,5YgCmkSdGukXqK3fJlX4pQ,0.341,0.714,2.0,-7.998,0.0,0.0404,0.354,0.0,0.31,0.412,147.604,178144.0,4.0
337,96 tears,? & the mysterians,0,4PEeZ2U4UfP2Jo8EtIOjus,0.65,0.562,7.0,-5.965,1.0,0.0345,0.0624,3.21e-05,0.076,0.882,123.674,176867.0,4.0
338,have love will travel,the sonics,0,2uXkW8uJcOIhlbUatEPLPs,0.506,0.948,10.0,-5.626,1.0,0.105,0.727,0.0,0.0904,0.934,130.195,160400.0,4.0
339,kick out the jams,mc5,0,5mSZLysuAtdNA21mbOm0sx,0.345,0.811,1.0,-11.948,0.0,0.0654,0.0606,0.0466,0.357,0.625,142.834,183824.0,4.0
340,i hate you,the monks,0,3XrPNRdFbGZESTGPte23dD,0.65,0.798,9.0,-8.126,0.0,0.0541,0.441,0.000706,0.137,0.464,110.646,213707.0,4.0
341,i wanna be your dog,the stooges,0,672N8DGGTOLCOgWe0koX5g,0.527,0.871,4.0,-8.708,1.0,0.0354,0.0229,0.155,0.419,0.107,120.722,188560.0,4.0
342,i'm waiting for the man - album version (stereo),the velvet underground,0,7hrJgdNzMHlKxEorMLrPcD,0.679,0.635,7.0,-9.792,1.0,0.0433,0.0334,0.871,0.15,0.83,125.831,279520.0,4.0
343,eight miles high,the byrds,0,2BGNomqCxEDcXyxf8bg27k,0.364,0.768,9.0,-10.492,1.0,0.0757,0.21,0.136,0.503,0.37,130.602,214640.0,4.0
344,wipe out,the surfaris,0,4anUinKv803lyDD1vaSXhU,0.336,0.636,0.0,-13.785,1.0,0.0374,0.385,0.909,0.414,0.521,152.423,157760.0,4.0
348,lean on me,bill withers,0,3M8FzayQWtkvOhqMn2V4T2,0.619,0.22,0.0,-13.843,1.0,0.0667,0.782,1.19e-05,0.124,0.423,75.16,258835.0,4.0
350,fast car,tracy chapman,0,2M9ro2krNb7nr7HSprkEgo,0.711,0.292,4.0,-15.523,0.0,0.037,0.313,0.0,0.131,0.194,103.951,296800.0,4.0
351,you're so vain,carly simon,0,2DnJjbjNTV9Nd5NOa1KGba,0.659,0.678,0.0,-8.18,1.0,0.0313,0.157,6.69e-06,0.0784,0.647,106.186,258411.0,4.0
352,dust in the wind,kansas,0,6zeE5tKyr8Nu882DQhhSQI,0.475,0.322,7.0,-10.687,1.0,0.0283,0.367,0.00056,0.11,0.387,93.503,206267.0,4.0
353,ooh la la,faces,0,4lJ6YVXQ0jUk5ILu0PSrA4,0.601,0.574,2.0,-8.166,1.0,0.03,0.579,1.14e-05,0.216,0.8,147.964,214080.0,4.0
354,you've got a friend,james taylor,0,69l8nFPu0LWmnoJX7YSVYc,0.695,0.282,9.0,-15.359,1.0,0.0295,0.681,0.0267,0.0767,0.445,91.681,268707.0,4.0
355,redemption song,bob marley & the wailers,0,26PwuMotZqcczKLHi4Htz3,0.671,0.256,7.0,-10.743,1.0,0.0387,0.608,0.0,0.0737,0.694,115.871,233560.0,4.0
356,crazy love,van morrison,0,2hjAc6x8EoSLhGxRNg8KEw,0.575,0.188,9.0,-18.758,1.0,0.0959,0.841,4.37e-05,0.228,0.334,77.464,155453.0,4.0
357,i'm on fire,bruce springsteen,0,3PzsbWSQdLCKDLxn7YZfkM,0.62,0.446,1.0,-14.451,0.0,0.0347,0.589,0.0299,0.0727,0.868,88.591,155880.0,4.0
358,heart of gold,neil young,0,1Q1b8eVkUPGlpSArl8JAVw,0.541,0.459,4.0,-10.433,0.0,0.0297,0.189,0.0274,0.099,0.803,171.165,187013.0,4.0
360,"rocket man (i think it's going to be a long, long time)",elton john,0,3gdewACMIVMEWVbyb8O9sY,0.601,0.532,10.0,-9.119,1.0,0.0286,0.432,6.25e-06,0.0925,0.341,136.571,281613.0,4.0
361,in the air tonight - 2015 remastered,phil collins,0,18AXbzPzBS8Y3AkgSxzJPb,0.446,0.239,0.0,-13.945,1.0,0.0316,0.551,4.1e-06,0.0697,0.298,189.507,336453.0,4.0
363,hallelujah,leonard cohen,0,7yzbimr8WVyAtBX3Eg6UL9,0.28,0.344,0.0,-12.577,1.0,0.0293,0.715,0.00642,0.133,0.232,171.143,277160.0,3.0
364,my sweet lord,george harrison,0,0qdQUeKVyevrbKhAo0ibxS,0.537,0.701,1.0,-8.913,0.0,0.0335,0.0972,0.0,0.0832,0.583,120.92,281227.0,4.0
365,a horse with no name,america,0,54eZmuggBFJbV7k248bTTt,0.654,0.506,11.0,-17.18,0.0,0.0535,0.686,0.0155,0.155,0.831,123.179,252240.0,4.0
366,jolene,dolly parton,0,2SpEHTbUuebeLkgs9QB7Ue,0.674,0.537,1.0,-10.971,0.0,0.0363,0.566,0.0,0.131,0.809,110.578,161533.0,4.0
367,let it be - remastered 2009,the beatles,0,7iN1s7xHE4ifF5povM6A48,0.443,0.403,0.0,-8.339,1.0,0.0322,0.631,0.0,0.111,0.41,143.462,243027.0,4.0
368,maggie may,rod stewart,0,6rovOdp3HgK1DeAMYDzoA7,0.605,0.574,2.0,-10.536,1.0,0.0377,0.559,0.113,0.0684,0.543,129.449,350267.0,4.0
369,me and julio down by the schoolyard,paul simon,0,6vxHp3CDNo0afgKGp2yi1E,0.626,0.816,9.0,-10.593,1.0,0.13,0.237,1.8e-06,0.104,0.798,105.33,164813.0,4.0
370,where you lead,carole king,0,0APt4t1Dab58sYmGQ4jgij,0.784,0.459,0.0,-10.446,1.0,0.0304,0.763,1.28e-06,0.0684,0.931,106.957,200147.0,4.0
371,me and bobby mcgee,janis joplin,0,1IqFh00G2kvvMm8pRMpehA,0.453,0.464,2.0,-10.96,1.0,0.0431,0.302,5.96e-05,0.152,0.658,93.19,271333.0,4.0
372,if you could read my mind,gordon lightfoot,0,57ct8jKi6trntXiRV0NnXi,0.612,0.24,9.0,-12.821,1.0,0.033,0.745,7.86e-05,0.115,0.223,122.565,228840.0,4.0
373,pink moon,nick drake,0,16qzGrIMWoxerw2gnW0zuv,0.638,0.256,3.0,-15.68,1.0,0.0492,0.819,0.0707,0.145,0.438,82.479,123333.0,4.0
375,going to california,led zeppelin,0,70gbuMqwNBE2Y5rkQJE9By,0.503,0.265,2.0,-15.913,1.0,0.0333,0.943,0.045,0.0867,0.522,78.044,212161.0,4.0
376,"my my, hey hey (out of the blue)",neil young,0,6VltRkmJbCTqgKrTHk4Ulw,0.502,0.4,7.0,-13.697,0.0,0.0294,0.856,0.000375,0.333,0.435,127.182,227706.0,4.0
377,i walk the line,johnny cash,0,7hxZF4jETnE5Q75rKQnMjE,0.713,0.258,9.0,-14.59,1.0,0.0384,0.877,0.00606,0.0967,0.56,98.805,176533.0,4.0
378,across the universe - remastered 2009,the beatles,0,4dkoqJrP0L8FXftrMZongF,0.257,0.412,1.0,-11.788,1.0,0.0287,0.361,8.68e-05,0.0702,0.858,152.126,228133.0,4.0
379,wild world,yusuf / cat stevens,0,6Xz7FeyE8HTP90HecgHV57,0.484,0.508,0.0,-9.308,1.0,0.0364,0.376,0.000791,0.0961,0.554,151.867,200173.0,4.0
380,california,joni mitchell,0,5eM6Rrk8rwLpUhrh7Kk5R1,0.464,0.328,4.0,-9.005,1.0,0.0407,0.905,0.0,0.135,0.784,70.859,230227.0,3.0
382,tangled up in blue,bob dylan,0,6Vcwr9tb3ZLO63F8DL8cqu,0.421,0.661,9.0,-13.126,1.0,0.0433,0.414,1.16e-06,0.0962,0.554,100.965,341627.0,4.0
384,maybe i’m amazed - remastered 2011,paul mccartney,0,1Qa0Y05al633fG8f9Peytc,0.471,0.494,7.0,-10.407,1.0,0.0312,0.387,0.0944,0.617,0.373,79.255,229827.0,4.0
386,easy,commodores,0,1JQ6Xm1JrvHfvAqhl5pwaA,0.589,0.384,10.0,-15.075,0.0,0.0332,0.112,2.8e-05,0.0596,0.354,132.909,256427.0,4.0
387,up where we belong,joe cocker,0,0Co8hKbjUy273NrGliGdWZ,0.573,0.429,2.0,-8.68,1.0,0.0294,0.597,8.18e-05,0.0839,0.361,139.097,233240.0,4.0
389,personal jesus - acoustic version,depeche mode,0,7JbHx1w8yllNESuyp9SYv3,0.667,0.266,9.0,-16.339,0.0,0.0362,0.918,0.284,0.136,0.349,138.178,207867.0,4.0
390,wuthering heights,kate bush,0,5YSI1311X8t31PBjkBG4CZ,0.481,0.392,1.0,-11.381,1.0,0.0312,0.366,0.0452,0.124,0.52,124.572,269067.0,4.0
391,stuck in the middle with you - remastered,stealers wheel,0,4eZw1gC3TAus5bZCKi3l5j,0.837,0.496,7.0,-11.821,1.0,0.0402,0.119,0.357,0.115,0.964,125.017,201334.0,4.0
392,just the two of us (feat. bill withers),"grover washington, jr.",0,1ko2lVN0vKGUl9zrU0qSlT,0.803,0.488,1.0,-9.303,1.0,0.0803,0.576,0.0609,0.0763,0.624,95.771,237106.0,4.0
393,(you make me feel like) a natural woman,carole king,0,0LXljhKMUgoLv8tLwZ1hmf,0.624,0.158,9.0,-13.059,1.0,0.0289,0.953,0.00135,0.112,0.303,85.492,229067.0,3.0
394,cecilia,simon & garfunkel,0,6QhXQOpyYvbpdbyjgAqKdY,0.755,0.876,0.0,-8.867,1.0,0.0362,0.357,5.17e-06,0.22,0.954,102.762,174827.0,4.0
396,and it stoned me,van morrison,0,3n5iUh2Z6P7cnWins22W0F,0.593,0.468,7.0,-11.165,1.0,0.0285,0.35,3.52e-05,0.0919,0.597,75.798,272160.0,4.0
397,famous blue raincoat,leonard cohen,0,77K5TB5KZmDZCoJCdd1NvE,0.474,0.0404,9.0,-22.208,0.0,0.0387,0.948,0.000263,0.111,0.18,119.415,310773.0,3.0
398,all things must pass,george harrison,0,6QLFNz62dpOgQTloWuUbNh,0.513,0.569,9.0,-8.278,1.0,0.029,0.468,0.00134,0.111,0.441,122.676,226867.0,4.0
399,stand by me - remastered,john lennon,0,3ntrdR24dLkKrzSGRv1FlH,0.632,0.556,9.0,-10.138,1.0,0.0288,0.29,0.0215,0.0779,0.633,104.996,211667.0,4.0
401,solsbury hill,peter gabriel,0,1CM1wOqD2AIjt2MWd31LV2,0.683,0.63,11.0,-8.844,1.0,0.0296,0.363,0.000873,0.314,0.481,102.457,261440.0,1.0
402,boulder to birmingham - remastered,emmylou harris,0,05XNDab0Lhitzqk7tRpOnY,0.476,0.318,10.0,-10.953,1.0,0.0304,0.78,2e-06,0.104,0.311,126.495,213027.0,4.0
403,something on your mind,karen dalton,0,6Vz2IQv3AYoznh4tjsrRPo,0.41,0.598,2.0,-8.515,1.0,0.0405,0.55,0.00274,0.092,0.262,76.445,203333.0,4.0
405,ripple,grateful dead,0,1OE5l6sedVcIFELMuxQOPI,0.604,0.411,7.0,-14.258,1.0,0.034,0.427,5.74e-05,0.602,0.675,126.637,249734.0,4.0
406,you are so beautiful,joe cocker,0,1gJOqXpRjz9GeEEwQpcujK,0.297,0.182,1.0,-10.944,1.0,0.0298,0.846,0.00267,0.134,0.092,83.391,159640.0,3.0
407,blue bayou,linda ronstadt,0,3zxklD2EGecZre9MjEEvIU,0.732,0.161,11.0,-12.817,1.0,0.0306,0.739,0.000379,0.105,0.5,95.21,239400.0,4.0
408,bohemian rhapsody - remastered 2011,queen,0,7tFiyTwD0nx5a1eklYtX2J,0.392,0.402,0.0,-9.961,0.0,0.0536,0.288,0.0,0.243,0.228,143.883,354320.0,4.0
409,stairway to heaven,led zeppelin,0,5CQ30WqJwcep0pYcV4AMNc,0.338,0.34,9.0,-12.049,0.0,0.0339,0.58,0.0032,0.116,0.197,82.433,482830.0,4.0
410,london calling - remastered,the clash,0,5jzma6gCzYtKB1DbEwFZKH,0.651,0.801,0.0,-7.34,1.0,0.0513,0.123,0.0,0.0825,0.776,133.763,200480.0,4.0
